2012-05-08 20-52-31,82,波之塔 (豆瓣)
2012-05-09 11-49-57,138,酒店预订
2012-05-11 20-07-28,159,【剧透】制片人第四季剧透:Elena变成吸血鬼
2012-06-10 10-33-47,414,辩护手法不完全统计（11集不是很长，坚持一集一更新） (胜者即是正义 影评)
2012-06-10 11-08-15,202,《W的悲剧》逐集评( 完结：大小姐的一场春梦) (W的悲剧 影评)
2012-07-03 13-37-37,465,いい日旅立ち——记十三天环台湾岛游记
2012-07-05 20-21-03,316,新疆，行摄无疆 （新疆摄影图文攻略）
2012-07-05 20-12-39,206,我的甘南川北之行
2012-07-07 13-47-50,598,【C-Tour】敦煌沙砾，一眼万年——（敦煌站）甘西甘南青海湖十日游
2012-07-07 09-42-46,339,那一天，我转动所有的经筒~晒在甘南
2012-07-07 09-36-39,260,那一天，我转动所有的经筒~晒在甘南
2012-07-07 10-49-42,242,放空在甘南（郎木寺路线图 胡乱画）
2012-07-07 09-55-22,205,我的甘南川北之行
