2012-05-12 17-07-52,70,母亲节专场-拉手网
2012-05-12 16-59-23,45,<font color=red>智慧树</font>
2012-05-12 17-00-10,43,<font color=red>智慧树</font>
2012-06-04 17-57-53,1443,编辑部的故事 一杯豆浆引发的换屏记！
2012-06-05 17-14-06,356,地址
2012-07-02 18-00-17,63,央视网
2012-07-03 18-07-25,65,荆楚网 - 湖北门户 权威发布
2012-07-06 12-32-19,226,酒店预订
2012-07-08 16-57-26,163,铁路客户服务中心--客运服务
2012-08-06 08-04-32,400,在线兴业
2012-08-06 10-45-00,324,在线兴业
2012-08-06 08-11-12,315,在线兴业
2012-08-06 10-10-35,196,在线兴业
2012-08-07 22-27-53,64,2012年第二轮人气王投票
2012-08-07 22-27-22,19,央视网
2012-08-11 09-43-15,185,【聚划算】聚划算2012周年庆
2012-08-11 09-56-29,143,在线兴业
