2012-05-10 16-21-48,232,南方周末 - 沽售教授
2012-05-10 09-54-14,146,6、8号线短驳线首日遇冷 仅分流400人
2012-05-10 10-34-31,83,天翼欢享季 欢乐无限多
2012-05-11 14-21-32,201,华安基金网上交易系统
2012-05-12 22-42-10,534,鲜果网|鲜果联播-国内最流行的个性化阅读服务提供商 鲜果 - 关注你感兴趣的人和事
2012-05-13 14-11-53,1935,鲜果网|鲜果联播-国内最流行的个性化阅读服务提供商 鲜果 - 关注你感兴趣的人和事
2012-06-04 11-36-06,49,触宝拨号- 让你远离骚扰、诈骗、钓鱼电话
2012-06-06 20-30-06,346,【新蛋商城(newegg)】-【新蛋商城优惠券】最高返利70元 - 返利网
2012-06-09 08-13-43,1275,新浪跟帖_新浪网
2012-06-09 10-28-50,1106,鲜果网|鲜果联播-国内最流行的个性化阅读服务提供商 鲜果 - 关注你感兴趣的人和事
2012-06-09 09-07-00,140,南方周末 - 社交“新贵”变形记
2012-07-06 15-28-21,83,鲜果网|鲜果联播-国内最流行的个性化阅读服务提供商 鲜果 - 关注你感兴趣的人和事
2012-07-07 09-48-44,222,中信个人网银
2012-08-10 20-11-14,14,Login: Global Options
2012-08-10 20-11-07,7,Login: Global Options
2012-08-10 20-11-33,7,Login: Global Options
2012-08-10 20-11-40,5,鲜果网|鲜果联播-国内最流行的个性化阅读服务提供商 鲜果 - 关注你感兴趣的人和事
