2012-05-09 07-55-35,137,高音红子续1-自钩齐-山雀科版 鸟林 花鸟鱼虫网 鸟
2012-05-13 09-54-57,408,鸟林 花鸟鱼虫网 芙蓉鸟
2012-06-04 08-09-00,254,遇罗克_互动百科
2012-06-04 08-20-33,161,遇罗克_互动百科
2012-06-05 08-19-07,1617,SMGBB
2012-07-03 05-37-36,62,写在有奖征文尾声暨笼鸟综合版征文作品投票结果公示-笼鸟综合 鸟林 花鸟鱼虫网 鸟
2012-07-03 05-43-04,62,【爱护鸟类 关爱鸟林】浅谈得与失！-笼鸟综合 鸟林 花鸟鱼虫网 鸟
2012-07-03 05-35-36,36,每日签到-金青专栏 鸟林 花鸟鱼虫网 鸟
2012-07-03 05-44-46,32,鸟林 花鸟鱼虫网 芙蓉鸟
2012-07-03 05-44-16,28,鸟林 花鸟鱼虫网 芙蓉鸟
2012-07-03 05-37-12,24,鸟林 花鸟鱼虫网 芙蓉鸟
2012-07-03 05-45-22,14,鸟林 花鸟鱼虫网 芙蓉鸟
2012-07-03 05-44-08,8,鸟林 花鸟鱼虫网 芙蓉鸟
2012-07-03 05-45-36,8,写在有奖征文尾声暨笼鸟综合版征文作品投票结果公示-笼鸟综合 鸟林 花鸟鱼虫网 鸟
2012-07-08 07-34-26,156,鸟林 花鸟鱼虫网 芙蓉鸟
2012-07-08 07-39-49,126,我想养一对鸽子在室内-鸽子家园 鸟林 花鸟鱼虫网 鸟
2012-08-06 05-28-19,112,大家猜猜她是谁！-鸟林茶馆 鸟林 花鸟鱼虫网 鸟
2012-08-06 05-26-15,108,昨天凌晨收到的河南滩红子兄弟发来的红子今已小声放音~-山雀科版 鸟林 花鸟鱼虫网 鸟
2012-08-10 05-19-49,6,您的浏览器已升级 - Microsoft Windows
